SRR8367217	FCHC2V5BBXX_L2_wHAXPI032441-16.bam	'@RG\tID:HC2V5BBXX.2\tPL:ILLUMINA\tPU:HC2V5BBXX.2.Col17_RL2-3\tSM:SRR8367217\tLB:Col17_RL2-3'
SRR8367218	FCH7NHMBBXX_L2_wHAXPI032442-17.bam	'@RG\tID:H7NHMBBXX.2\tPL:ILLUMINA\tPU:H7NHMBBXX.2.Col17_RL3-1\tSM:SRR8367218\tLB:Col17_RL3-1'
SRR8367218	FCHC2V5BBXX_L2_wHAXPI032442-17.bam	'@RG\tID:HC2V5BBXX.2\tPL:ILLUMINA\tPU:HC2V5BBXX.2.Col17_RL3-1\tSM:SRR8367218\tLB:Col17_RL3-1'
SRR8367219	FCHC2V5BBXX_L2_wHAXPI032443-18.bam	'@RG\tID:HC2V5BBXX.2\tPL:ILLUMINA\tPU:HC2V5BBXX.2.Col17_RL3-2\tSM:SRR8367219\tLB:Col17_RL3-2'
SRR8367219	FCH7NHMBBXX_L2_wHAXPI032443-18.bam	'@RG\tID:H7NHMBBXX.2\tPL:ILLUMINA\tPU:H7NHMBBXX.2.Col17_RL3-2\tSM:SRR8367219\tLB:Col17_RL3-2'
SRR8367220	FCH7NHMBBXX_L2_wHAXPI032444-19.bam	'@RG\tID:H7NHMBBXX.2\tPL:ILLUMINA\tPU:H7NHMBBXX.2.Col17_RL3-3\tSM:SRR8367220\tLB:Col17_RL3-3'
SRR8367220	FCHC2V5BBXX_L2_wHAXPI032444-19.bam	'@RG\tID:HC2V5BBXX.2\tPL:ILLUMINA\tPU:HC2V5BBXX.2.Col17_RL3-3\tSM:SRR8367220\tLB:Col17_RL3-3'
SRR8367221	FCH7NHMBBXX_L1_wHAXPI032502-29.bam	'@RG\tID:H7NHMBBXX.1\tPL:ILLUMINA\tPU:H7NHMBBXX.1.Col24_RL3-2\tSM:SRR8367221\tLB:Col24_RL3-2'
SRR8367221	FCHC2V5BBXX_L2_wHAXPI032502-29.bam	'@RG\tID:HC2V5BBXX.2\tPL:ILLUMINA\tPU:HC2V5BBXX.2.Col24_RL3-2\tSM:SRR8367221\tLB:Col24_RL3-2'
SRR8367222	FCH7NHMBBXX_L2_wHAXPI032494-21.bam	'@RG\tID:H7NHMBBXX.2\tPL:ILLUMINA\tPU:H7NHMBBXX.2.Col17_RL4-2\tSM:SRR8367222\tLB:Col17_RL4-2'
SRR8367222	FCHC2V5BBXX_L2_wHAXPI032494-21.bam	'@RG\tID:HC2V5BBXX.2\tPL:ILLUMINA\tPU:HC2V5BBXX.2.Col17_RL4-2\tSM:SRR8367222\tLB:Col17_RL4-2'
SRR8367225	FCH7NHMBBXX_L2_wHAXPI032496-23.bam	'@RG\tID:H7NHMBBXX.2\tPL:ILLUMINA\tPU:H7NHMBBXX.2.Col24_RL1-1\tSM:SRR8367225\tLB:Col24_RL1-1'
SRR8367225	FCHC2V5BBXX_L2_wHAXPI032496-23.bam	'@RG\tID:HC2V5BBXX.2\tPL:ILLUMINA\tPU:HC2V5BBXX.2.Col24_RL1-1\tSM:SRR8367225\tLB:Col24_RL1-1'
SRR8367245	FCHC2V5BBXX_L2_wHAXPI032508-36.bam	'@RG\tID:HC2V5BBXX.2\tPL:ILLUMINA\tPU:HC2V5BBXX.2.Col24_RL5-3\tSM:SRR8367245\tLB:Col24_RL5-3'
SRR8367245	FCH7NHMBBXX_L1_wHAXPI032508-36.bam	'@RG\tID:H7NHMBBXX.1\tPL:ILLUMINA\tPU:H7NHMBBXX.1.Col24_RL5-3\tSM:SRR8367245\tLB:Col24_RL5-3'
SRR8367246	FCH7NHMBBXX_L1_wHAXPI032507-35.bam	'@RG\tID:H7NHMBBXX.1\tPL:ILLUMINA\tPU:H7NHMBBXX.1.Col24_RL5-1\tSM:SRR8367246\tLB:Col24_RL5-1'
SRR8367246	FCHC2V5BBXX_L2_wHAXPI032507-35.bam	'@RG\tID:HC2V5BBXX.2\tPL:ILLUMINA\tPU:HC2V5BBXX.2.Col24_RL5-1\tSM:SRR8367246\tLB:Col24_RL5-1'
SRR8367248	FCHC2V5BBXX_L2_wHAXPI032445-20.bam	'@RG\tID:HC2V5BBXX.2\tPL:ILLUMINA\tPU:HC2V5BBXX.2.Col17_RL4-1\tSM:SRR8367248\tLB:Col17_RL4-1'
SRR8367248	FCH7NHMBBXX_L2_wHAXPI032445-20.bam	'@RG\tID:H7NHMBBXX.2\tPL:ILLUMINA\tPU:H7NHMBBXX.2.Col17_RL4-1\tSM:SRR8367248\tLB:Col17_RL4-1'
