neg_1	'@RG\tID:HC2V5BBXX.5\tPL:ILLUMINA\tPU:HC2V5BBXX.5.neg_1\tSM:neg_1\tLB:neg_1'
neg_2	'@RG\tID:H7NHMBBXX.2\tPL:ILLUMINA\tPU:H7NHMBBXX.2.neg_2\tSM:neg_2\tLB:neg_2'
neg_3	'@RG\tID:HC2TWBBXX.3\tPL:ILLUMINA\tPU:HC2TWBBXX.3.neg_3\tSM:neg_3\tLB:neg_3'
neg_4	'@RG\tID:HCFN7BBXX.1\tPL:ILLUMINA\tPU:HCFN7BBXX.1.neg_4\tSM:neg_4\tLB:neg_4'
neg_5	'@RG\tID:A0AA0AAAA.4\tPL:ILLUMINA\tPU:A0AA0AAAA.4.neg_5\tSM:neg_5\tLB:neg_5'
